State,Year,Crime,Arrests
OK,2017,Larceny - Theft,11274
OK,2018,Larceny - Theft,11484
OK,2019,Larceny - Theft,11658
OK,2020,Larceny - Theft,9373
OK,2021,Larceny - Theft,6931
OR,2017,Larceny - Theft,14707
OR,2018,Larceny - Theft,15958
OR,2019,Larceny - Theft,16812
OR,2020,Larceny - Theft,12161
OR,2021,Larceny - Theft,9032
PA,2017,Larceny - Theft,41903
PA,2018,Larceny - Theft,36625
PA,2019,Larceny - Theft,14140
PA,2020,Larceny - Theft,289
PA,2021,Larceny - Theft,1672
RI,2017,Larceny - Theft,1939
RI,2018,Larceny - Theft,1997
RI,2019,Larceny - Theft,1842
RI,2020,Larceny - Theft,1178
RI,2021,Larceny - Theft,1007
SC,2017,Larceny - Theft,21608
SC,2018,Larceny - Theft,20299
SC,2019,Larceny - Theft,20236
SC,2020,Larceny - Theft,17226
SC,2021,Larceny - Theft,12365
SD,2017,Larceny - Theft,2516
SD,2018,Larceny - Theft,2355
SD,2019,Larceny - Theft,2102
SD,2020,Larceny - Theft,1659
SD,2021,Larceny - Theft,733
TN,2017,Larceny - Theft,30420
TN,2018,Larceny - Theft,31598
TN,2019,Larceny - Theft,28934
TN,2020,Larceny - Theft,23533
TN,2021,Larceny - Theft,17560
TX,2017,Larceny - Theft,66176
TX,2018,Larceny - Theft,63378
TX,2019,Larceny - Theft,58115
TX,2020,Larceny - Theft,41496
TX,2021,Larceny - Theft,36577
UT,2017,Larceny - Theft,14903
UT,2018,Larceny - Theft,13672
UT,2019,Larceny - Theft,13214
UT,2020,Larceny - Theft,10058
UT,2021,Larceny - Theft,9082
VT,2017,Larceny - Theft,1436
VT,2018,Larceny - Theft,1385
VT,2019,Larceny - Theft,1647
VT,2020,Larceny - Theft,995
VT,2021,Larceny - Theft,915
VI,2018,Larceny - Theft,16
VA,2017,Larceny - Theft,24820
VA,2018,Larceny - Theft,23800
VA,2019,Larceny - Theft,23802
VA,2020,Larceny - Theft,17751
VA,2021,Larceny - Theft,14916
WA,2017,Larceny - Theft,21545
WA,2018,Larceny - Theft,20701
WA,2019,Larceny - Theft,20382
WA,2020,Larceny - Theft,15816
WA,2021,Larceny - Theft,11297
WV,2017,Larceny - Theft,4728
WV,2018,Larceny - Theft,4015
WV,2019,Larceny - Theft,3424
WV,2020,Larceny - Theft,2696
WV,2021,Larceny - Theft,2362
WI,2017,Larceny - Theft,25535
WI,2018,Larceny - Theft,22402
WI,2019,Larceny - Theft,21392
WI,2020,Larceny - Theft,16238
WI,2021,Larceny - Theft,11895
WY,2017,Larceny - Theft,1995
WY,2018,Larceny - Theft,1818
WY,2019,Larceny - Theft,1562
WY,2020,Larceny - Theft,1640
WY,2021,Larceny - Theft,733
AL,2017,Vandalism,1256
AL,2018,Vandalism,1234
AL,2019,Vandalism,1183
AL,2020,Vandalism,29
AL,2021,Vandalism,627
AK,2017,Vandalism,1004
AK,2018,Vandalism,1103
AK,2019,Vandalism,1161
AK,2020,Vandalism,1063
AK,2021,Vandalism,323
AZ,2017,Vandalism,10974
AZ,2018,Vandalism,10704
AZ,2019,Vandalism,9932
AZ,2020,Vandalism,8874
AZ,2021,Vandalism,3285
AR,2017,Vandalism,1574
AR,2018,Vandalism,1669
AR,2019,Vandalism,1908
AR,2020,Vandalism,1518
AR,2021,Vandalism,1685
CA,2017,Vandalism,16962
CA,2018,Vandalism,16652
CA,2019,Vandalism,16811
CA,2020,Vandalism,17493
CA,2021,Vandalism,1354
CO,2017,Vandalism,5792
CO,2018,Vandalism,5490
CO,2019,Vandalism,5642
CO,2020,Vandalism,5593
CO,2021,Vandalism,5467
CT,2017,Vandalism,2208
CT,2018,Vandalism,1707
CT,2019,Vandalism,1714
CT,2020,Vandalism,1529
CT,2021,Vandalism,1600
DE,2017,Vandalism,751
DE,2018,Vandalism,763
DE,2019,Vandalism,863
DE,2020,Vandalism,850
DE,2021,Vandalism,873
DC,2017,Vandalism,54
DC,2018,Vandalism,35
DC,2019,Vandalism,46
DC,2020,Vandalism,48
DC,2021,Vandalism,73
FL,2017,Vandalism,6333
FL,2018,Vandalism,210
FL,2019,Vandalism,5956
FL,2020,Vandalism,5823
FL,2021,Vandalism,13
GA,2017,Vandalism,3834
GA,2018,Vandalism,3681
GA,2019,Vandalism,2047
GA,2020,Vandalism,2861
GA,2021,Vandalism,3449
HI,2017,Vandalism,387
HI,2018,Vandalism,282
HI,2019,Vandalism,333
HI,2020,Vandalism,215
HI,2021,Vandalism,83
ID,2017,Vandalism,892
ID,2018,Vandalism,875
ID,2019,Vandalism,797
ID,2020,Vandalism,733
ID,2021,Vandalism,709
IL,2017,Vandalism,2068
IL,2018,Vandalism,2684
IL,2019,Vandalism,312
IL,2020,Vandalism,341
IL,2021,Vandalism,1649
IN,2017,Vandalism,1078
IN,2018,Vandalism,1107
IN,2019,Vandalism,782
IN,2020,Vandalism,514
IN,2021,Vandalism,564
IA,2017,Vandalism,2165
IA,2018,Vandalism,1766
IA,2019,Vandalism,2166
IA,2020,Vandalism,2139
IA,2021,Vandalism,1951
KS,2017,Vandalism,1748
KS,2018,Vandalism,384
KS,2019,Vandalism,1787
KS,2020,Vandalism,1875
KS,2021,Vandalism,1593
KY,2017,Vandalism,1198
KY,2018,Vandalism,1256
KY,2019,Vandalism,1430
KY,2020,Vandalism,963
KY,2021,Vandalism,1302
LA,2017,Vandalism,3073
LA,2018,Vandalism,3536
LA,2019,Vandalism,3398
LA,2020,Vandalism,3098
LA,2021,Vandalism,2299
ME,2017,Vandalism,1068
ME,2018,Vandalism,1034
ME,2019,Vandalism,981
ME,2020,Vandalism,961
ME,2021,Vandalism,948
MD,2017,Vandalism,2732
MD,2018,Vandalism,2579
MD,2019,Vandalism,2774
MD,2020,Vandalism,344
MD,2021,Vandalism,532
MA,2017,Vandalism,2612
MA,2018,Vandalism,2454
MA,2019,Vandalism,2154
MA,2020,Vandalism,2051
MA,2021,Vandalism,1979
MI,2017,Vandalism,2845
MI,2018,Vandalism,2898
MI,2019,Vandalism,3030
MI,2020,Vandalism,2673
MI,2021,Vandalism,2785
MN,2017,Vandalism,3113
MN,2018,Vandalism,2690
MN,2019,Vandalism,2705
MN,2020,Vandalism,2533
MN,2021,Vandalism,2228
MS,2017,Vandalism,705
MS,2018,Vandalism,589
MS,2019,Vandalism,638
MS,2020,Vandalism,386
MS,2021,Vandalism,674
MO,2017,Vandalism,3951
MO,2018,Vandalism,3596
MO,2019,Vandalism,3168
MO,2020,Vandalism,3542
MO,2021,Vandalism,3265
MT,2017,Vandalism,937
MT,2018,Vandalism,814
MT,2019,Vandalism,892
MT,2020,Vandalism,1025
MT,2021,Vandalism,848
NE,2017,Vandalism,1008
NE,2018,Vandalism,2248
NE,2019,Vandalism,2234
NE,2020,Vandalism,1449
NE,2021,Vandalism,1328
NV,2017,Vandalism,1600
NV,2018,Vandalism,1638
NV,2019,Vandalism,1860
NV,2020,Vandalism,2026
NV,2021,Vandalism,2120
NH,2017,Vandalism,1274
NH,2018,Vandalism,1275
NH,2019,Vandalism,1185
NH,2020,Vandalism,1010
NH,2021,Vandalism,944
NJ,2017,Vandalism,3365
NJ,2018,Vandalism,2975
NJ,2019,Vandalism,3073
NJ,2020,Vandalism,2833
NJ,2021,Vandalism,367
NM,2017,Vandalism,684
NM,2018,Vandalism,1094
NM,2019,Vandalism,1266
NM,2020,Vandalism,1285
NM,2021,Vandalism,1045
NY,2017,Vandalism,14111
NY,2018,Vandalism,12806
NY,2019,Vandalism,11997
NY,2020,Vandalism,10232
NY,2021,Vandalism,3206
NC,2017,Vandalism,4814
NC,2018,Vandalism,4697
NC,2019,Vandalism,2865
NC,2020,Vandalism,2581
NC,2021,Vandalism,2845
ND,2017,Vandalism,484
ND,2018,Vandalism,446
ND,2019,Vandalism,506
ND,2020,Vandalism,477
ND,2021,Vandalism,510
OH,2017,Vandalism,4141
OH,2018,Vandalism,3949
OH,2019,Vandalism,3881
OH,2020,Vandalism,2924
OH,2021,Vandalism,3017
OK,2017,Vandalism,1280
OK,2018,Vandalism,1253
OK,2019,Vandalism,1414
OK,2020,Vandalism,1671
OK,2021,Vandalism,1520
OR,2017,Vandalism,4095
OR,2018,Vandalism,4054
OR,2019,Vandalism,4047
OR,2020,Vandalism,3837
OR,2021,Vandalism,4010
PA,2017,Vandalism,7261
PA,2018,Vandalism,6323
PA,2019,Vandalism,2764
PA,2020,Vandalism,34
PA,2021,Vandalism,329
RI,2017,Vandalism,1039
RI,2018,Vandalism,918
RI,2019,Vandalism,934
RI,2020,Vandalism,837
RI,2021,Vandalism,879
SC,2017,Vandalism,3018
SC,2018,Vandalism,2789
SC,2019,Vandalism,2955
SC,2020,Vandalism,2889
SC,2021,Vandalism,2830
SD,2017,Vandalism,628
SD,2018,Vandalism,541
SD,2019,Vandalism,543
SD,2020,Vandalism,498
SD,2021,Vandalism,352
TN,2017,Vandalism,4769
TN,2018,Vandalism,4378
TN,2019,Vandalism,4421
TN,2020,Vandalism,4089
TN,2021,Vandalism,4111
TX,2017,Vandalism,7650
TX,2018,Vandalism,7627
TX,2019,Vandalism,7370
TX,2020,Vandalism,6383
TX,2021,Vandalism,7217
UT,2017,Vandalism,2809
UT,2018,Vandalism,3016
UT,2019,Vandalism,2988
UT,2020,Vandalism,2778
UT,2021,Vandalism,2905
VT,2017,Vandalism,394
VT,2018,Vandalism,328
VT,2019,Vandalism,428
VT,2020,Vandalism,348
VT,2021,Vandalism,482
VI,2018,Vandalism,10
VA,2017,Vandalism,3951
VA,2018,Vandalism,3596
VA,2019,Vandalism,3231
VA,2020,Vandalism,3234
VA,2021,Vandalism,3163
WA,2017,Vandalism,5266
WA,2018,Vandalism,5033
WA,2019,Vandalism,4801
WA,2020,Vandalism,4904
WA,2021,Vandalism,4407
WV,2017,Vandalism,719
WV,2018,Vandalism,584
WV,2019,Vandalism,439
WV,2020,Vandalism,432
WV,2021,Vandalism,356
WI,2017,Vandalism,6311
WI,2018,Vandalism,5585
WI,2019,Vandalism,5504
WI,2020,Vandalism,4873
WI,2021,Vandalism,4360
WY,2017,Vandalism,493
WY,2018,Vandalism,419
WY,2019,Vandalism,467
WY,2020,Vandalism,502
WY,2021,Vandalism,289
AL,2017,"Stolen Property: Buying, Receiving, Possessing",2280
AL,2018,"Stolen Property: Buying, Receiving, Possessing",2177
AL,2019,"Stolen Property: Buying, Receiving, Possessing",1881
AL,2020,"Stolen Property: Buying, Receiving, Possessing",46
AL,2021,"Stolen Property: Buying, Receiving, Possessing",622
AK,2017,"Stolen Property: Buying, Receiving, Possessing",105
AK,2018,"Stolen Property: Buying, Receiving, Possessing",120
AK,2019,"Stolen Property: Buying, Receiving, Possessing",91
AK,2020,"Stolen Property: Buying, Receiving, Possessing",66
AK,2021,"Stolen Property: Buying, Receiving, Possessing",11
AZ,2017,"Stolen Property: Buying, Receiving, Possessing",1452
AZ,2018,"Stolen Property: Buying, Receiving, Possessing",1136
AZ,2019,"Stolen Property: Buying, Receiving, Possessing",1020
AZ,2020,"Stolen Property: Buying, Receiving, Possessing",1023
AZ,2021,"Stolen Property: Buying, Receiving, Possessing",314
AR,2017,"Stolen Property: Buying, Receiving, Possessing",1794
AR,2018,"Stolen Property: Buying, Receiving, Possessing",1882
AR,2019,"Stolen Property: Buying, Receiving, Possessing",1861
AR,2020,"Stolen Property: Buying, Receiving, Possessing",1672
AR,2021,"Stolen Property: Buying, Receiving, Possessing",1663
CA,2017,"Stolen Property: Buying, Receiving, Possessing",17423
CA,2018,"Stolen Property: Buying, Receiving, Possessing",16227
CA,2019,"Stolen Property: Buying, Receiving, Possessing",15168
CA,2020,"Stolen Property: Buying, Receiving, Possessing",14631
CA,2021,"Stolen Property: Buying, Receiving, Possessing",1218
CO,2017,"Stolen Property: Buying, Receiving, Possessing",528
CO,2018,"Stolen Property: Buying, Receiving, Possessing",608
CO,2019,"Stolen Property: Buying, Receiving, Possessing",638
CO,2020,"Stolen Property: Buying, Receiving, Possessing",727
CO,2021,"Stolen Property: Buying, Receiving, Possessing",981
CT,2017,"Stolen Property: Buying, Receiving, Possessing",696
CT,2018,"Stolen Property: Buying, Receiving, Possessing",697
CT,2019,"Stolen Property: Buying, Receiving, Possessing",350
CT,2020,"Stolen Property: Buying, Receiving, Possessing",332
CT,2021,"Stolen Property: Buying, Receiving, Possessing",245
DE,2017,"Stolen Property: Buying, Receiving, Possessing",403
DE,2018,"Stolen Property: Buying, Receiving, Possessing",327
DE,2019,"Stolen Property: Buying, Receiving, Possessing",378
DE,2020,"Stolen Property: Buying, Receiving, Possessing",346
DE,2021,"Stolen Property: Buying, Receiving, Possessing",343
DC,2017,"Stolen Property: Buying, Receiving, Possessing",21
DC,2018,"Stolen Property: Buying, Receiving, Possessing",14
DC,2019,"Stolen Property: Buying, Receiving, Possessing",41
DC,2020,"Stolen Property: Buying, Receiving, Possessing",19
DC,2021,"Stolen Property: Buying, Receiving, Possessing",14
FL,2017,"Stolen Property: Buying, Receiving, Possessing",1838
FL,2018,"Stolen Property: Buying, Receiving, Possessing",86
FL,2019,"Stolen Property: Buying, Receiving, Possessing",1512
FL,2020,"Stolen Property: Buying, Receiving, Possessing",1318
FL,2021,"Stolen Property: Buying, Receiving, Possessing",21
GA,2017,"Stolen Property: Buying, Receiving, Possessing",3438
GA,2018,"Stolen Property: Buying, Receiving, Possessing",2778
GA,2019,"Stolen Property: Buying, Receiving, Possessing",1432
GA,2020,"Stolen Property: Buying, Receiving, Possessing",1432
GA,2021,"Stolen Property: Buying, Receiving, Possessing",1763
HI,2017,"Stolen Property: Buying, Receiving, Possessing",414
HI,2018,"Stolen Property: Buying, Receiving, Possessing",450
HI,2019,"Stolen Property: Buying, Receiving, Possessing",450
HI,2020,"Stolen Property: Buying, Receiving, Possessing",474
HI,2021,"Stolen Property: Buying, Receiving, Possessing",488
ID,2017,"Stolen Property: Buying, Receiving, Possessing",228
ID,2018,"Stolen Property: Buying, Receiving, Possessing",227
ID,2019,"Stolen Property: Buying, Receiving, Possessing",179
ID,2020,"Stolen Property: Buying, Receiving, Possessing",176
ID,2021,"Stolen Property: Buying, Receiving, Possessing",166
IL,2017,"Stolen Property: Buying, Receiving, Possessing",63
IL,2018,"Stolen Property: Buying, Receiving, Possessing",86
IL,2019,"Stolen Property: Buying, Receiving, Possessing",90
IL,2020,"Stolen Property: Buying, Receiving, Possessing",57
IL,2021,"Stolen Property: Buying, Receiving, Possessing",141
IN,2017,"Stolen Property: Buying, Receiving, Possessing",286
IN,2018,"Stolen Property: Buying, Receiving, Possessing",291
IN,2019,"Stolen Property: Buying, Receiving, Possessing",360
IN,2020,"Stolen Property: Buying, Receiving, Possessing",381
IN,2021,"Stolen Property: Buying, Receiving, Possessing",483
IA,2017,"Stolen Property: Buying, Receiving, Possessing",231
IA,2018,"Stolen Property: Buying, Receiving, Possessing",225
IA,2019,"Stolen Property: Buying, Receiving, Possessing",269
IA,2020,"Stolen Property: Buying, Receiving, Possessing",286
IA,2021,"Stolen Property: Buying, Receiving, Possessing",288
KS,2017,"Stolen Property: Buying, Receiving, Possessing",609
KS,2018,"Stolen Property: Buying, Receiving, Possessing",181
KS,2019,"Stolen Property: Buying, Receiving, Possessing",575
KS,2020,"Stolen Property: Buying, Receiving, Possessing",649
KS,2021,"Stolen Property: Buying, Receiving, Possessing",431
KY,2017,"Stolen Property: Buying, Receiving, Possessing",3057
KY,2018,"Stolen Property: Buying, Receiving, Possessing",3111
KY,2019,"Stolen Property: Buying, Receiving, Possessing",2963
KY,2020,"Stolen Property: Buying, Receiving, Possessing",1558
KY,2021,"Stolen Property: Buying, Receiving, Possessing",2630
LA,2017,"Stolen Property: Buying, Receiving, Possessing",2237
LA,2018,"Stolen Property: Buying, Receiving, Possessing",3132
LA,2019,"Stolen Property: Buying, Receiving, Possessing",2649
LA,2020,"Stolen Property: Buying, Receiving, Possessing",2406
LA,2021,"Stolen Property: Buying, Receiving, Possessing",1503
ME,2017,"Stolen Property: Buying, Receiving, Possessing",93
ME,2018,"Stolen Property: Buying, Receiving, Possessing",116
ME,2019,"Stolen Property: Buying, Receiving, Possessing",99
ME,2020,"Stolen Property: Buying, Receiving, Possessing",105
ME,2021,"Stolen Property: Buying, Receiving, Possessing",100
MD,2017,"Stolen Property: Buying, Receiving, Possessing",161
MD,2018,"Stolen Property: Buying, Receiving, Possessing",341
MD,2019,"Stolen Property: Buying, Receiving, Possessing",282
MD,2020,"Stolen Property: Buying, Receiving, Possessing",169
MD,2021,"Stolen Property: Buying, Receiving, Possessing",131
MA,2017,"Stolen Property: Buying, Receiving, Possessing",1218
MA,2018,"Stolen Property: Buying, Receiving, Possessing",979
MA,2019,"Stolen Property: Buying, Receiving, Possessing",905
MA,2020,"Stolen Property: Buying, Receiving, Possessing",841
MA,2021,"Stolen Property: Buying, Receiving, Possessing",681
MI,2017,"Stolen Property: Buying, Receiving, Possessing",1809
MI,2018,"Stolen Property: Buying, Receiving, Possessing",1997
MI,2019,"Stolen Property: Buying, Receiving, Possessing",2210
MI,2020,"Stolen Property: Buying, Receiving, Possessing",2134
MI,2021,"Stolen Property: Buying, Receiving, Possessing",2156
MN,2017,"Stolen Property: Buying, Receiving, Possessing",2022
MN,2018,"Stolen Property: Buying, Receiving, Possessing",1982
MN,2019,"Stolen Property: Buying, Receiving, Possessing",2012
MN,2020,"Stolen Property: Buying, Receiving, Possessing",2383
MN,2021,"Stolen Property: Buying, Receiving, Possessing",2049
MS,2017,"Stolen Property: Buying, Receiving, Possessing",853
MS,2018,"Stolen Property: Buying, Receiving, Possessing",712
MS,2019,"Stolen Property: Buying, Receiving, Possessing",682
MS,2020,"Stolen Property: Buying, Receiving, Possessing",504
MS,2021,"Stolen Property: Buying, Receiving, Possessing",582
MO,2017,"Stolen Property: Buying, Receiving, Possessing",2954
MO,2018,"Stolen Property: Buying, Receiving, Possessing",2905
MO,2019,"Stolen Property: Buying, Receiving, Possessing",3493
MO,2020,"Stolen Property: Buying, Receiving, Possessing",3067
MO,2021,"Stolen Property: Buying, Receiving, Possessing",2076
MT,2017,"Stolen Property: Buying, Receiving, Possessing",99
MT,2018,"Stolen Property: Buying, Receiving, Possessing",115
MT,2019,"Stolen Property: Buying, Receiving, Possessing",245
MT,2020,"Stolen Property: Buying, Receiving, Possessing",190
MT,2021,"Stolen Property: Buying, Receiving, Possessing",230
NE,2017,"Stolen Property: Buying, Receiving, Possessing",217
NE,2018,"Stolen Property: Buying, Receiving, Possessing",797
NE,2019,"Stolen Property: Buying, Receiving, Possessing",714
NE,2020,"Stolen Property: Buying, Receiving, Possessing",537
NE,2021,"Stolen Property: Buying, Receiving, Possessing",233
NV,2017,"Stolen Property: Buying, Receiving, Possessing",1795
NV,2018,"Stolen Property: Buying, Receiving, Possessing",1859
NV,2019,"Stolen Property: Buying, Receiving, Possessing",1883
NV,2020,"Stolen Property: Buying, Receiving, Possessing",1822
NV,2021,"Stolen Property: Buying, Receiving, Possessing",1837
NH,2017,"Stolen Property: Buying, Receiving, Possessing",536
NH,2018,"Stolen Property: Buying, Receiving, Possessing",566
NH,2019,"Stolen Property: Buying, Receiving, Possessing",480
NH,2020,"Stolen Property: Buying, Receiving, Possessing",370
NH,2021,"Stolen Property: Buying, Receiving, Possessing",324
NJ,2017,"Stolen Property: Buying, Receiving, Possessing",2628
NJ,2018,"Stolen Property: Buying, Receiving, Possessing",2420
NJ,2019,"Stolen Property: Buying, Receiving, Possessing",2488
NJ,2020,"Stolen Property: Buying, Receiving, Possessing",2454
NJ,2021,"Stolen Property: Buying, Receiving, Possessing",428
NM,2017,"Stolen Property: Buying, Receiving, Possessing",1211
NM,2018,"Stolen Property: Buying, Receiving, Possessing",1059
NM,2019,"Stolen Property: Buying, Receiving, Possessing",761
NM,2020,"Stolen Property: Buying, Receiving, Possessing",626
NM,2021,"Stolen Property: Buying, Receiving, Possessing",542
NY,2017,"Stolen Property: Buying, Receiving, Possessing",3319
NY,2018,"Stolen Property: Buying, Receiving, Possessing",2861
NY,2019,"Stolen Property: Buying, Receiving, Possessing",2258
NY,2020,"Stolen Property: Buying, Receiving, Possessing",2331
NY,2021,"Stolen Property: Buying, Receiving, Possessing",465
NC,2017,"Stolen Property: Buying, Receiving, Possessing",3940
NC,2018,"Stolen Property: Buying, Receiving, Possessing",4196
NC,2019,"Stolen Property: Buying, Receiving, Possessing",3542
NC,2020,"Stolen Property: Buying, Receiving, Possessing",3449
NC,2021,"Stolen Property: Buying, Receiving, Possessing",3474
ND,2017,"Stolen Property: Buying, Receiving, Possessing",313
ND,2018,"Stolen Property: Buying, Receiving, Possessing",278
ND,2019,"Stolen Property: Buying, Receiving, Possessing",304
ND,2020,"Stolen Property: Buying, Receiving, Possessing",343
ND,2021,"Stolen Property: Buying, Receiving, Possessing",343
OH,2017,"Stolen Property: Buying, Receiving, Possessing",3296
OH,2018,"Stolen Property: Buying, Receiving, Possessing",2964
OH,2019,"Stolen Property: Buying, Receiving, Possessing",2586
OH,2020,"Stolen Property: Buying, Receiving, Possessing",1734
OH,2021,"Stolen Property: Buying, Receiving, Possessing",1545
OK,2017,"Stolen Property: Buying, Receiving, Possessing",2906
OK,2018,"Stolen Property: Buying, Receiving, Possessing",3039
OK,2019,"Stolen Property: Buying, Receiving, Possessing",2646
OK,2020,"Stolen Property: Buying, Receiving, Possessing",2134
OK,2021,"Stolen Property: Buying, Receiving, Possessing",1489
OR,2017,"Stolen Property: Buying, Receiving, Possessing",626
OR,2018,"Stolen Property: Buying, Receiving, Possessing",676
OR,2019,"Stolen Property: Buying, Receiving, Possessing",620
OR,2020,"Stolen Property: Buying, Receiving, Possessing",598
OR,2021,"Stolen Property: Buying, Receiving, Possessing",792
PA,2017,"Stolen Property: Buying, Receiving, Possessing",2422
PA,2018,"Stolen Property: Buying, Receiving, Possessing",2231
PA,2019,"Stolen Property: Buying, Receiving, Possessing",893
PA,2020,"Stolen Property: Buying, Receiving, Possessing",23
PA,2021,"Stolen Property: Buying, Receiving, Possessing",56
RI,2017,"Stolen Property: Buying, Receiving, Possessing",326
RI,2018,"Stolen Property: Buying, Receiving, Possessing",352
RI,2019,"Stolen Property: Buying, Receiving, Possessing",276
RI,2020,"Stolen Property: Buying, Receiving, Possessing",267
RI,2021,"Stolen Property: Buying, Receiving, Possessing",264
SC,2017,"Stolen Property: Buying, Receiving, Possessing",2308
SC,2018,"Stolen Property: Buying, Receiving, Possessing",2577
SC,2019,"Stolen Property: Buying, Receiving, Possessing",2467
SC,2020,"Stolen Property: Buying, Receiving, Possessing",2574
SC,2021,"Stolen Property: Buying, Receiving, Possessing",2213
SD,2017,"Stolen Property: Buying, Receiving, Possessing",225
SD,2018,"Stolen Property: Buying, Receiving, Possessing",153
SD,2019,"Stolen Property: Buying, Receiving, Possessing",178
SD,2020,"Stolen Property: Buying, Receiving, Possessing",263
SD,2021,"Stolen Property: Buying, Receiving, Possessing",152
TN,2017,"Stolen Property: Buying, Receiving, Possessing",1524
TN,2018,"Stolen Property: Buying, Receiving, Possessing",1649
TN,2019,"Stolen Property: Buying, Receiving, Possessing",1558
TN,2020,"Stolen Property: Buying, Receiving, Possessing",1821
TN,2021,"Stolen Property: Buying, Receiving, Possessing",1930
TX,2017,"Stolen Property: Buying, Receiving, Possessing",937
TX,2018,"Stolen Property: Buying, Receiving, Possessing",898
TX,2019,"Stolen Property: Buying, Receiving, Possessing",801
TX,2020,"Stolen Property: Buying, Receiving, Possessing",867
TX,2021,"Stolen Property: Buying, Receiving, Possessing",1015
UT,2017,"Stolen Property: Buying, Receiving, Possessing",1300
UT,2018,"Stolen Property: Buying, Receiving, Possessing",1055
UT,2019,"Stolen Property: Buying, Receiving, Possessing",985
UT,2020,"Stolen Property: Buying, Receiving, Possessing",1152
UT,2021,"Stolen Property: Buying, Receiving, Possessing",938
VT,2017,"Stolen Property: Buying, Receiving, Possessing",103
VT,2018,"Stolen Property: Buying, Receiving, Possessing",96
VT,2019,"Stolen Property: Buying, Receiving, Possessing",94
VT,2020,"Stolen Property: Buying, Receiving, Possessing",78
VT,2021,"Stolen Property: Buying, Receiving, Possessing",80
VI,2018,"Stolen Property: Buying, Receiving, Possessing",1
VA,2017,"Stolen Property: Buying, Receiving, Possessing",1060
VA,2018,"Stolen Property: Buying, Receiving, Possessing",1102
VA,2019,"Stolen Property: Buying, Receiving, Possessing",936
VA,2020,"Stolen Property: Buying, Receiving, Possessing",793
VA,2021,"Stolen Property: Buying, Receiving, Possessing",734
WA,2017,"Stolen Property: Buying, Receiving, Possessing",3515
WA,2018,"Stolen Property: Buying, Receiving, Possessing",3446
WA,2019,"Stolen Property: Buying, Receiving, Possessing",3167
WA,2020,"Stolen Property: Buying, Receiving, Possessing",3051
WA,2021,"Stolen Property: Buying, Receiving, Possessing",2838
WV,2017,"Stolen Property: Buying, Receiving, Possessing",497
WV,2018,"Stolen Property: Buying, Receiving, Possessing",392
WV,2019,"Stolen Property: Buying, Receiving, Possessing",303
WV,2020,"Stolen Property: Buying, Receiving, Possessing",299
WV,2021,"Stolen Property: Buying, Receiving, Possessing",321
WI,2017,"Stolen Property: Buying, Receiving, Possessing",1487
WI,2018,"Stolen Property: Buying, Receiving, Possessing",1138
WI,2019,"Stolen Property: Buying, Receiving, Possessing",1041
WI,2020,"Stolen Property: Buying, Receiving, Possessing",1029
WI,2021,"Stolen Property: Buying, Receiving, Possessing",1106
WY,2017,"Stolen Property: Buying, Receiving, Possessing",94
WY,2018,"Stolen Property: Buying, Receiving, Possessing",80
WY,2019,"Stolen Property: Buying, Receiving, Possessing",55
WY,2020,"Stolen Property: Buying, Receiving, Possessing",50
WY,2021,"Stolen Property: Buying, Receiving, Possessing",10
